,teks,sentimen
1046,lagi ngecas batrai butuh waktu tau orang indonesia suka lupa last last lambat kerja habis cerita,0
733,masyarakat indonesia mau beli ancam negara negara arab jual minyak mentah klaim pegang kunci sorga,2
1006,nunggu produk negri,2
962,harga mahal,2
116,mau keluar kota cas dulu tunggu lama,0
1072,minta rakyat transfortasi umum nikmat murah masyarakat umum,2
1469,teknis beli bagaimana online soal blm banyak dealer daerah,0
684,sapras sdm muahal,1
650,tuju perintah,0
584,makanya stop mau copet partai demokrat laku,2
1421,banjir korslet nanjak gunung curam sprt dieng mampu,0
312,batre masa pakai cuma beberapa tahun trus beli batre baru harga langit,0
946,infrastruktur sangat rendah mahal pln sampe rugi malah sok an maksa cabut dulu batas kwh kayak negara maju baru mikir,0
1096,ngeri anak singkong corps main politik,0
1056,inti harga jangkau kalang masyarakat tengah bawah kualitas kendara sesuai standart indonesia infrastruktur tiap daerah seluruh indonesia sedia part ev banyak penuh butuh,2
756,kasih pajak paja jamin laku,0
1188,parah perintah ngurusi rakyat lantar,0
315,benar jg kritakan anirs,0
734,sangat senang berita banyak main cukong rezim banyak rugi,0
1241,harga mahal walaupun subsidi isi daya sangat lama konsunen mau tunggu buang waktu sangat efektif resiko bahaya bakar batere litium sangat ancam diri sendiri keluarga tetangga kendara bom waktu akal an rezim abal udang balik rempeyek dlm raup untung dlm jual alas decarbonisasi,0
1449,madam gmana hehe,1
588,bentuk kayak bajay harga kayak fortuner,2
441,sih logika kampanye dekarbonisasi padahal dominan hasil pltu cemar pindah jalan raya area pltu,1
398,pindah polusi udara kota pindah kawasan pltu hasil polusi lebih parah makin besar guna ev makin besar minta daya makin banyak batubara bakar,0
864,hidrogen masa depan dunia,0
1378,republik indonesia negara polusi udara nomor dunia,0
1460,lihat realisasi,1
830,fasilitas banyak blm dukung alasanya,2
1199,hehehehe sekarang main siapa sih berani admin ungkap siapa main terus clean terus subsidi masyarakat mana lebih untung,2
914,awas dibodohin perintah nnti lisyrik naik najis subsidi perintah gabakal guna gabakal manfaat depan buat untung sendiri,0
470,kendala salam sepi minat laku subsidi tetap laku,2
1089,tri sama perintah ajah pake kendara ngapain rakyat suruh pake pikir bikin bijak jangan blunder benar buat bijak tolak,0
488,ini bijak modus infrastructure mbl blum malah ksh subsidi beli mbl orang kaya kok subsidi blm tagih naik untung usaha jg kuasa,0
832,sebab karna kurang paham masyarakat lebih ev cuma mikir ev bebas karbon paham lebih contoh a ev kuat nanjak mohon maaf ev rata rata torsi mesin besar torsi pakai tanjak bukan daya kuda hp b ev sedia orderdil jarang ev hampir bilang fre maintenance karna gerak pakai dinamo ada pernah servis bulan kipas angin ganti oli kipas angin tiap bulan ev susah kalaupun ganti biasa baterai itu jangka waktu lama sisa komponen umum misal ganti ban kampas rem jual sedia c harga charging ev mahal banyak bahas ngetes boros boros ev lebih irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km sekali jelajah masalah sanggup beli inti tanya tanya gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merk china ukur lebih besar bajaj harga tara versi tinggi city car jepang brio agya gr malah low mpv varian rendah sama sekali value for money,0
1437,yth presiden usul bagemana kblb kendara motor bas baterai utama untu jangan batas beli jangan batas laku masa beli sampun maturnuwun pareng,0
1077,erah sekarang cangih,1
1225,orang mau proyek muldoko,2
706,nampak sngat tpu indon kereta malaysia laku cepat tempat cas kereta bnyak malaysia kawasan kebnyak kereta,0
882,masalah baterai doank yakin batrai nikel kuat dipake kendara mikir jing orang orang beli kendara cuman parkir garasi paling dipake minggu sekali batrai kendara parkir garasi malah ancur enak pake bbm sekalipun parkir garasi tahun tahun masalah paling ganti aki doank kena banjir milik kendara ev nang pojok ganti batrai part ada jelas,0
633,inti teknologi coba coba makanya laku coba coba harga mahal,2
560,bukan mau sebenernya pindah kendara lebih bebas emisi fasilitas kurang pada bangkit konvensional bukan energi baru spbklu kurang baterai charger universal arau motor sama kyk hp fasilitas udh jamin jamur mending perintah bangun sarana transportasi umun kyk krl lrt lebih mudah,0
1397,jaman jokowi banyak atur program tambah susah cari makan boro motor lis,0
27,sedia station charging masalah motor rame notaben sering pake jalan jauh was was habis batre sation ribet motor paling pake komplek,0
453,harga mahal bahan bakar biasa,0
1334,elon musk lawan wong raja bisnis global,1
246,tolong atas tu buat bijak riset dulu akar rumput,0
85,jelas market mau high end laku kayak avanza mana mau laku keras low end harga avanza segmen masyarakat low end harga high end capai,2
1236,gila ndro orang pilih xpander la drpd wuling odong makan tu batere,0
216,indonesia daerah banjir bahaya kendara motor cuci bakar kemarin,0
1093,yakin sistem swab mungkin laku motor subsidi mana sulit e pol mudah donk kasih subsidi banyak mol bawah jt jangan atas malah kasih subsidi banyak orang beli jt kok kasih subsidi justru jt bawah malah cuman sd jt subsidi kasih subsidi banyak bawah jt beli banyak,0
1479,jarak jauh ngecasnya susah woy msih bom rata mlah jarang bnget mikir,0
235,bikin ekosistem butuh pokok cipta mandiri bukan import ekonomi rakyat naik apa beli n jalan otomatis sayang khayal belaka,0
532,sila nikmat motor bensin,1
1207,punya duit pas pas walaupun beli mikir x beli golong baru indonesia lihat unggul lemah beli,2
369,rakyat mana sih beli kendara cuma rakyat banyak blm mampu boro boro,0
106,utama kendara umum ubah kendara masyarakat nilai sendiri plus minus langsung,2
8,subsidi tepat sasar,1
622,ini harap negara raksasa hasil minyak bumi indonesia blm siap mandiri negara besar takut indonesia mandiri krna pasar besar indonesia perintah dukung harus pom sedia tempat isi batre market karna salah satu utama msyarakat enggan alih knderaan krna sulit isi batre ganti batre,0
505,ev proyek sapi perah makanya dipaksain banget,0
987,harga mahal cuba harga jt psti laku keras,2
328,kasihan biarpun goreng banyak reviewer otomotif bahkan ikut beli ngaruh,0
1208,gimana mo laku harga ngotak,2
1160,habis ngisinya lama bbm ngisi ful tank nyampe menit siap jangan dipaksain,0
248,proyek besar oligarki cari untung h,2
25,jual ev naik jual genset bakal naik ni,2
605,paling utama transportasi umum busway desa desa antar kabupaten bukan malah kendara,0
720,sekarang ekonomi lesu pikir beli harga mahal,0
472,jt model kayak becak kasih body mending buat beli rumah om,0
652,bentuk aneh besut wuling audi keren,2
48,hayo bingung iru punya,2
86,bingung sama perintah indonesia kalian pimpin rakyat indonesia karyawan usaha asing sih ngapain ngasih subsidi produk usaha asing lebih prioritas dapat subsidi perintah indonesia produk usaha lokal asli indonesia bukan produk asing mampu beli golong kaya orang kaya banyak duit sejak bayi lantas ngapain orang kaya kasih subsidi subsidi relokasi topang hidup golong kurang mampu lebih butuh subsidi banding orang kaya sekarang tanya negara asing mana beri subsidi produk indonesia jual negara produk indonesia saing produk pasar negara dontbestupid,1
831,memang perlu kendara pribadi properti krusial harga relatif mahal bahan bakar subsidi jelas buang buang kas negara negara maju pedestrian pada orang orang cukup jalan kaki naik transport umum guna alternatif murah lain cukup penuh perlu lokasi ingin,0
935,rakyat kecil tengah mampu beli motor atas jt an atas jt asal kredit tahun penting fasilitas kredit splu,0
820,bisnis orang perintah coba klu buat bis adan angkut umum,2
303,imho alas kurang emisi sesat lama pln pakai indonesia mayoritas hasil bakar batu bara gas cuman plta potensial air data coba cek percaya alih bensin signifikan kurang emisi bisnis satu bisnis lain indonesia lebih serap padahal lanjur kontrak besar sama punya tambang batu bara mau bensin apa batu bara sama lama transportasi massal susah baik niat beneran mau rangin emisi,0
730,asik sangat murah baru beli,2
1103,ngapain subsidi ikan pake orang duit perintah beri bantu orang duit pantes kaya makin kaya miskin makin miskin,0
928,usah sibuk masyarakat beli jabat perintah dulu pakai jabat malah sibuk beli bmw marcedees lamborgini unicorn cuak,0
310,mudah ferguso paling ev,2
66,harga mahal murah konvensional harga bawah konvensional laku keras,2
609,mahal,2
458,yuks gais alih enak tinggal colok colok kaya non mau minumin mulu,2
305,mau ramah lingkung kurang pakai kendara pribadi mau sedikit tampar rangin produksi impor kendara,2
778,mahal cas bom rata jarang lokasi umum model onderdil susah,0
1399,mending subsidi sembako rakyat miskin kenyang,0
681,sulit teknologi baterai murah harga baterai harga bekas buat apa sekarang kata hemat putar banding harga kwh bbm harga ev golong sangat mahal belakang nang buat maintenence baterai motor rusak ujung lebih mahal bbm dua jarak tempuh min km buat mudik lebaran karna lebaran penting ekonomi negara karna cepat putar uang tiga jalan aspal negara jauh standar mobilisasi kendara ev empat susut nilai kendara ev lampau cepat karna elektronik masa pakai lifetime sangat jauh lebih pendek banding mesin mekanikal bbm banding kurang ev jelas untung jangka panjang karna teknologi baru mahal mungkin hasil alih kendara ev jadi masalah karna monopoli mungkin tarif per kwh murah cerita semua alih kendara ev sistem monopoli tak cerita indah tarif per kwh murah tarif kwh naik hindar bangkit green energy energi angin dapat gratis energi panas dingin dapat gratis apa butuh ni nilai investasi sangat besar ujung segera mungkin balik modal pengaruh bijak tarif dasar kwh mungkin kuasa teknologi pltn anak tamiya tahun an lebih paham harga part tamiya tahun kendara hybrid lebih baik tunggu untung apa dapat ev banding kendara bbm,0
264,gimana mau laku wong harga ev indonesia luar biasa mahal insentif ful subsidi pajak ev ckd ngebuat wuling air ev harga negara jtan sini ful subsidi jual jt biasa wuling jual harga value for money padahal ev bilang wuling larang jual terlalu murah menganggu market lcgc,2
1066,syukur laku karna bisnis kelompok orang,2
1176,gimana mau laku mesin wuling coba merek honda daihatsu suzuki mungkin laku buat jepang kualitas ragu,2
552,presiden pakai,2
901,andai carger pake powerbank mungkin minat,2
177,bijak ngawur bahan bakar monopoli perintah harga naik mau kuasa,2
531,korupsi bts,0
324,minyak bumi mau abis nih,2
293,kendara cuma penting jabat hayo siapa milik saham baterai,0
725,coba sajaobil bebas pajak tahun mungkin orang bakal tarik jg dukung station charger byk jg harga sahabat uji coba thm pertama,2
920,perintah nyuruh beli nih gila betul tepat justru sepeda motor harga murah banget daerah banyak bocah dibeliin ortunya bukan soal banyak beli mau beli entah bensin dua mahal masyarakat kecil beli kok beli sepeda motor gila mahal cuy bodo subsidi percuma juta,0
420,dulu ganti soal kurang yakin sama generasi awal,0
74,jalan banyak mulus,0
195,motor mahal walapun udh subsidi perintah hargnya kyk matic msh atas juta atas mgkn hargnya bas juta bsa lh beli,0
737,pribadi subsidi aneh,1
1065,kasih tau knapa sepi praktis charge lama infrastruksur charging station brkembang pasang rumah malah nambah biaya kalian vop pajak mulu hitung keluar rumah notabene masyarakat qta mayoritas kurang mampu blm kurang montir ahli ev dn bnyak kalian sih mikir sederhana kek gin subsidi subsidi baterai dl subsidi bakal laku lawak,0
1276,sih mending utama fasilitas umum dulu jalan lancar lalu distribusi masyarakat contoh jerman,2
1183,ni partai subsidi ev justru multiplier effect kalian lupa jaman kalian kuasa dulu nama lcgc ngapain subsidi lcgc jangkau rakyat miskin justru sama sama subsidi ba dukung industri baterai negeri,2
102,ane sales moblis singkat kendara torsi gede awal power melempem nanjak cepat tinggi baterai gatcha kualitas tiap unit beda durabilitynya jg beda daya jelajah kurang suspensi kaki ringkih oleng stabil mesin berat konvensional baterai rata letak bawah bantu down force imbang cepat tinggi degan mulu takut mati jalan abis,0
1269,bagi kalang percaya tangguh diesel banding,2
1025,usaha jabat bingong jabat nyambi usaha penting perut sendiri,0
202,benar toyota jebak ev lebih hibrid toyota mikir jauh depan ev ganti baterai harga baru limbah baterai siapa olah ngomongin ev jadi dulu tahun an awal motor speda pernah booming hilang urus baterai mahal jangan latah evan nikel lebih langka banding minyak bumi minyak bumi ganti biofuel alternatif sparepart banyak tenaga teknis penting emisi hasil rendah ngisi ev pake pln pln emisi,0
937,sekarang murah waktu naik,2
1323,coba pikir positif udara sekarang penuh racun polusi sekarang sama sadar bahaya bencana sakit paru,0
599,ev bombom car kasi tukang knalpot dpt kerja,0
1342,batre rusak auto mangkrak,0
1441,iya pln mati ngecas baterai,0
352,kendara terlalu mahal kalang duit mampu beli,0
592,tempat charger ev batas kota besar harga ev cenderung lebih mahal lcgc masyarakat lebih tarik beli lcgc solusi spbu pertamina wajib punya charger ev harga ev murah minimal sama lcgc seri bawah jual ev bakal naik,2
835,ayo dukung esemka,2
626,masyarakat beli brarti butuh lebih penting fikirnya punya kendara buat apa beli kendara kendara kebel butuh pokok kurang kalo paksa alih kendara konfensional convert,0
1120,benah dulu fasilitas sedia isi charge baterai tempat umum beberapa wilayah indonesia masuk batam sering blackout ketidakmampuan supply tegang terlalu besar kata pihak pt pln,0
748,bingung ngecasnya bos,2
186,ngeri paksa hendak untung oknum kait bahaya bila baterai bakar padam dng madam biasa sampah baterai bahaya buat lingkung salah satu bijak kocak,0
577,buka tak laku tak cari buat dapur makin susah motor beli second pribadi,0
501,diskon my as harga loh mahal,2
54,harga jual mahal banding kendara biasa gimana masyarakat mau beli,2
433,indonesia sering ujan sama sering banjir gimana bahaya rusak langsung apa kendara,2
739,esempak makin terbang langit be like it produkpolitik,2
92,semi bullshit ev,1
1162,harga sama bensin bentuk jelek sama kaya motor jelek bentuk bentuk bagus harga mahal,2
1386,paling bocor tu dana negara banyakin balon balon ganti kempesin rata ukur tau,0
114,kendara cuma lahan kaya jabat,0
96,gimana mau laku harga setinggi langit dealer buat harga enak,2
101,subsidi gilir subsidi rakyat cabut semua subsidi makin sini makin liat arah,0
1057,jepang prediksi,2
750,siapa mau beli mahal ujub duit nyetak,2
327,terlalu mahal harga rakyat bawah beli,1
1200,minus pakai jarak jauh maksimal pakai rute kota isi penuh jam isi spbbl kurang banyak,0
1475,akal akal cara korupsi,0
567,tar jln satu kendara laku naikin harga bbm pertalite hilang subsidi,2
1259,harga muahal apa secondnya masyarakat lirik bensin tempat isi batas forma tinggi tahan batre jarak jelajah jauh jadi prioritas,0
1055,generasi lahir tahun pilih hidup modern ramah lingkung why genetik lahir zaman banyak revolusi jawa nikah ama sunda genetik mayoritas mirip sama ortu sekian banyak orang punya anak rata rata mirip ortu cuma sedikit anak mirip ortu alami revolusi genetik genetik cantik luar biasa ganteng tolong buat hidup lebih cocok tubuh korea laku sekarang lingkung,0
193,masyarakat kecil mana beli,0
587,bom waktue indo pake kcuali dlm kota misale pake malang ubud sampek banyuwangi lak yo kleleran jam nunggu dicharge mending bli ipah kd tinggal scan qr code jln,0
1178,usah kasih insentif rakyat kaya y beli insentif tu biaya didik guru tu urusin gaji layak guru suruh maksimal anggar cuma buat bancak,2
491,pusing pikir healing zumar tour,0
602,misal indonesia kasih bonus panel surya atas mungkin unggul panel surya kualitas indonesia musim,2
171,si muldoko ngomong apa sih beranta,0
769,indonesia nama subsidi harga bawa jt laku harga bawah jt usaha untung,2
1288,harga mahal fasilitas charging umum banyak pantas konsumen pikir pikir,0
1064,ikut punya usaha orang menteri,0
1124,kendara kota malah moncer plosok kalimantan papua daerah luar banyak mengunakan ev susah bbm harga bbm langit,0
1261,pindah haluan pake duit gp la semua biaya padahal mampu ekonomi jd kwndala bnyak kutat mas ekonomi blm bla bla bla,0
306,darimaana duit,1
416,maksa rakyat pake ev terap dulu perintah lucu rakyat paksa pake pimpin naik mercy rakus bensin,0
145,ev cuma euforia saat sebentar kg lupa yakin ev indonesia blm jalan sesuai japan perintah,0
516,rakyat mau beli energi mau energi nuklir kaya kapal selam nuklir tahan lama rakyat pas pas paksa perang dunia shinobi suka paksa apa guna indonesia karna indonesia luas jalan rata rusak korupsi banyak desa enak ngomong karna hidup kota coba desa jalan rusak parah hayo lo hayo lo paling penting ekonomi negara naikin dulu banyakin lapang kerja hukum korupsi tegas baik infrastruktur negara malah morotin uang rakyat bikin sengsara,0
593,anda kredit senang hati ku pakai nambang,1
1257,dagel jabat konoha,1
558,bgmn rakyat mau beli jabat mungkin beli coba pake seluruh asn beli,0
465,supsidi buat masyarakat kecil masyarakat kecil beli buat usaha mansyarakat kecil kayak jenis keluarga program buat masyarakat kecil apa orang duit buat masyarakat kecil lebih baik buat transportasi umum lebih pada murah si cuma ibu kota si ken kabupaten akses kereta api,0
77,naik pajak setinggi langit guna bahan bakar fossil naik harga bbm setinggi langit masyarakat alih,0
944,berita tendensius imbang maluin media besar banding bensin lebih laku bensin alih liat growth antusiasme tesla kelas atas minat batas gitu masak paham,0
993,tuju buat apa sih ngurangin emisi khawatir minyak bumi fossil habis bukan emisi cuman pindah kenalpot bangkit bukti bangkit kerja lebih keras cas baterenya batubara tetap guna bangkit tenaga uap minyak bumi fossil tetap guna hidup bangkit tenaga diesel trus buat apa emisi tetap hilang cuman pindah tempat,0
894,lemah mahal kurang luas sempit tak pakai mudik lebaran boro boro ngecas lama jam mending isi bensin cuma nyampe menit bayangin mudik waktu lebaran hari raya isi bensin ngantrinya lama minta ampun apa hari baru jatah isi kurang tenaga bawa tumpang ful banyak barang berat tanjak ingat indonesia banyak daerah dikelilingin bukit bukit gunung gunung tinggi resiko celaka lebih keri batre lithium rusak parah bakar bensin bensin cela waktu tumpang bakar cari tolong cari air bakar api kimia lithium trus tambah kaku setrum tempat gosong nyebur air sungai danau dl lebih selamat bbm ketimbang mahal mahal pas dimurahin speknya rang apa kabar wuling ni orang kaya milik usaha mikirin apa sih mau cepat laku spek tinggi jual murah ini akibat pikir butuh konsumen buzernya bilang orang miskin mampu beli mending diam rakyat ngarep mahal laku keras paksa nafsulu masuk mulut orang mulut lebih fungsi ketimbang telinga akibat dengar butuh masyarakat jelas laku mending jual barang bekas bukan nengebantu hidup malah nyusahin hidup boro boro orang kaya beli dara lebih milih super kar suara kenalpotnya geber geber kendara nyetrum orang pasang speaker gede dengar knalpot iya peduli perintah alih kendara tawar program kredit kendara ramah dompet awal rb jt kredit bulan jadi rb bulan rasa perlu perintah usaha mahal mahal sewa aktor pasang iklan bakal ludes laku semua itu perintah peduli lingkung bukan cari untung banyak cari untung tipis tipis peduli lingkung moga dibales,0
817,cnbc lama persis metrotipu deh berita opini balik ala kampret apa pesan capres,0
960,malak ppn kok subsidi harga luar jt sini hampir jt,0
570,dulu minyak tanah tabung gas ribut lama lama sedia mesti alih,0
221,bukan masyarakat mau ev cuma harga mahal banget,2
231,teknologi baru familier teknologi bahan bakar tarik konsumen lebih cepat isi,0
1028,jt laku keras,1
1195,muldoko kaya bau garap bisnis ni orang,0
486,wacana media harga murah rame beli,1
1301,gimana sih perintah satu sisi warga mobilisasi naik transportasi umum urai macet lebih baik kendara kendara umum masyarakat mana naik transportasi umum lagi tagih naik biaya bulan bengkak,1
1204,susah nyari duit bos masalah,0
366,suara reporter kok ilang,0
1155,bekas laris manis jir coba cek diler daerah cirendeu rame jual beli,0
826,jtan tak beli,0
83,laku masyarakat ganggu produsen mikir ogah,0
618,mahal banyak gaya banyak mafia,0
109,rakyat ingin jalan dulu benah baik luas panjang bukan dar membludaknya jumlah kendara jalan percuma baran tpi macet,2
545,mahal sparepart baterenya rusak kata mahal sekali masak iya mahal,1
1385,smga makin maju n thank you info bunda cntik n smga brkah amin,2
334,sering padam intan malah mau jual llistrik kacau,2
956,maaf bukan sok tau kendara emng ramah lingkung butuh prasarana kyak isi daya sma nilai jual dripada gembor kendara mending tingkat kembang didik sma sehat udh naik ntar naikkin ekonomi rakyat tahu sda mkin luas posisi mayoritas rakyat indonesia msih golong tengah bawah,2
617,busuk sampah sampah sekali ledak batrenya hancur lo hancur ikut orang,0
1415,perintah lucu infrastruktur spklu siap rata gembar gembor insentif beli kendara terus tanya dua insentif laku beli cash apa kredit jelas,0
16,iklan kudu kencang,1
204,statement miris jual ev ngebandingin nilai jual konvensional krg tepat sebut misal ranah otomotif baru perlu sesuai bagai narasi buruk kondisi sungguh entah apa tuju lebih tepat misal nampilin tabel growth jual awal kenal simpul akhir tolak belakang berita,0
508,harga mas terlalu mahal,2
700,mahal mahal colok rumah naik daya,2
26,contohin dulu semua menteri dpr mpr guna listri,0
1476,dapet insentif pajak dimahalin perintah,0
527,harga mahal juta kayak lcgc sih,2
45,lebih efisien beli duit mau korupsi,2
735,y ilah laku harga air ev jt kecil cuma beli xpander avanza kec air ev harga jt,0
4,syarat ngaco woy anak muda blom punya rumah blom jd umkm bukan serta kur dapet ngaco sia deui sia deui nu narima subsidi teh ari aing iraha,0
1021,tuai begal partai jelas gagal,0
1024,mahal bingit new sperpat,0
846,mau pabrikan toyota ev toyota,2
487,butuh motor fast charging charge menit jarak km harga jt garansi baterai th kaya gitu rasa bakal rame alih,0
363,bukan buat indonesia buat apa dbeli ngurusi smk sanggup mlah ngundang infestor asing,0
576,sesuai biasa lama biasa baru perlu waktu adaptasi wajar normal,0
596,kuat nanjak lepe mn laku mau dijln rata,1
332,kendara bagus angkut umum,1
267,pln siap beli wuling ev fast charge sekarang fast charger bengkalai pln beri daya extra jangan teman minta extra kata pln quota penuh percuma subsidi pln beri anggar luas jaring distribusi,2
277,coba dong jual harga jt otr laku keras,2
372,entu masalah harga baterynya nyaris paruh harga masyarakat kwatir satu waktu masa pakai batery habis sangat mahal berat milik ev,2
321,lha beda apa ev jg bbm,0
1047,rakyat mau mudah cara maka ev liatrik rumah wat,2
696,perintah fokus turun harga sembako bahan bangun butuh pokok lain kok malah urus butuh penting bukan butuh hajat hidup orang banyak,0
278,si luar negri obral indonesia subsidi negara padahal moldoko luhut ngebayangin untung besrar,0
1458,usaha jual pasti luhut jangan naik harga motor se enak mentang subsisdi perintah produsen enak hati naik harga motor,2
129,kendara ratus juta kata murah tpi kok subsidi lucu subsidi orang kaya terus kalang bawah anggap apa,1
1339,banyakin sepeda subsidi harga juta kasih subsidi juta masyarakat bayar juta sama harga hp banyak beli motor bensin jarang si pakai,2
209,soal utama it harga mahal model aneh kurang tarik,2
1051,produk muldoco bkl berkah partai rampok masrakqt thu branding tokoh sama mebodohi diri sendiri,2
1105,motor benar spesifikasi sendiri serba nanggung sudah motor mahal daya tempuh padan mahal desain culun bukan selera pasar indonesia gas menghentak krusial resiko rider mula tinggal banyakin juta sama keren konvensional,2
345,supsidi negara produsen cina hebat sekali indonesia,0
683,banyak pilih jd tarik,1
212,harga sama kek brio beli,2
1223,nyuruh orang beli isi jarang mending benah dulu deh tempat isi ngegas dipikirin,0
1459,nik arti misal rumahtangga beli lebih nik beda atw bagaimana terus subsidi beli motor,0
69,analisa masyarakat malas beli takut habis baterai jalan keluar kota banyak stasiun isi baterai masalah servicenya nunggu bulan bulan garansi bentuk bagus sangat mahal mending beli mercy bmw harga lebih murah sama bentuk mewah harga murah bentuk kecil aneh mending beli avanza xpander veloz harga lebih murah,0
634,perintah tolol lihat kondisi lapang,2
1302,soal buat trek,0
715,bukan laku gaji indonesia butuh tahun mendapatkanya beda gaji luar negeri pandang keringat jerih payah orang benar indonesia buat makan hari untung,0
825,alhamdulillah moga allah hancur akal bulus si rejim jokowi,2
378,lebih baik mikirin sarana transportasi umum jangkau jangkau sampe daerah tidack kurang macet mahal kurang fasilitas maintenance gimana yha perintah sibuk bangun tol notabene banyak banyak lewat tol makin cuan punya tol,0
1211,harus kendara untuk angkut umum operasi kota subsidi usaha angkut mau ada kendara angkut umum masyarakat kecil ikut nikmat guna angkut umum tenaga mensupport mobilitas masyarakat kecil,2
698,cocok buat desa jala tanah batu,2
1474,kendaran buat negeri,2
76,lama harga saing sama bahan bakar fosil mitigasi stasiun charge mitigasi jadi antri panjang waktu isi waktu charge isi bbm kendara fosil jangan harap banyak minat milik perintah pakai jalan pintas biasa kurang kreatif contoh kereta parahyangan mati orang pindah kereta cepat terbang komersil bandara husein mati orang mau pindah kertajati jalan pintas pakai buat atur wajib dealer jual rasio kendara fosil jual jual langgar dapat beban pajak lain,0
57,sulit hidup promosi monopoli naik harga bensin liat irit padahal sulit,2
521,iya subsidi nikmatin tetap orang duit masyarakat kecil boro mbli buat mikirin besok makan apa ajah pusing,0
430,mahaal masyarakat cari baris mampu beli harga bawah jt an,0
509,infrastruktur kendara rata gimana masyarakat mau ahli,2
482,inti waktu cas jarak tempuh,1
1020,muldoko cawe cawe punya mab anak bangsa industri lokal,1
365,negara mau rubah pertama dipikirin jangan jual dulu tempat buat cas dipikirin dulu dibanyakin dulu tempat jangan dibanyakin mana orang beli susah nyari tempat cas,0
1248,kendara pindah polusi udara kota bangkit batubara makin banyak kendara makin banyak batubara bakar lama bangkit indonesia pake batubara jangan harap ekosistem kendara jaya mau ful green energy sanggup bayar ribu rupiah per kwh,0
252,cina lebih jangkau perlu nilai kualitas mesin tahan semua gerak baterai kayak anak lebih banyak plastik banding,1
1395,subsidi kurang tepat,0
691,menurt rakyat biasa susah jangkau rakyat biasa tengah bawah karna susah carger rumah karna sbagian besar rayat mnengah bawah banyak pake wat jglek,0
167,bentar mau tanya indonesia berapa sih toyota suzuki honda daihatsu rakyat mana maksud bikin kelas khusus lcgc c hybrid minimal konsumsi bbm km liter ringan pajak laku,0
601,rakyat butuh jalan halus jon,0
804,subsidi n motor listri akal rezim,1
149,indonesia lucu bukan buat ev sok mau jd early adopter jalan banyak rusak transportasi badut motor parkir jalan raya usa sok nambah jenis kendara manage,2
1289,stasiun ngisi cuma berapa china uda desa,0
1268,tenaga solar motor tenaga bensin kuat tanjak mau beli,2
481,laku obral,0
934,mantap moga jakarta surabaya medan bandung yogyakarta terap jalan bayar jalan macet,2
555,mahal aman kendara ragu tahu orang minim soal ev,0
1452,they said u can increase my maind,1
1467,subsidi roda orang kaya mana tepat sasar,0
581,masyarakat bingung mau ngisi kendara sedia stasiun isi,2
918,negara maju mati contoh china eropa,0
1347,buat cina marak sih kualitas material payah,2
490,bakal laku soal batrainya mahal murah rp juta harga juta,2
1381,bukan teman data mungkin banyak orang kaya nyamar muskin perintah,0
319,lucu klw plng kmpng mogok tol alas abis,0
1427,ketilep anggar,2
374,jual paksa harga jual mahal subsidi perintah kwalitas uji suku cadang kendara kok curiga subsidi apa benar beli kendara,0
126,nyimak ev kes paksa dila laku jelas bakal laku badut tau masa datang mungkin,0
320,sendiri pilih konversi suzuki carry punya,0
1040,laku kok pasar beda sama motor punya pasar sendiri,2
1139,jalan indo banyak rusak hancur lebur jumpa tanjak lumpur onderdil bengkel susah tiap daerah satu individu paling cepat chargingnya jam tes dulu angkut umum popri taxi kota,0
1486,harga a pecah juta mw beli subsidi usah jt jt,0
740,rakyat mau iritbbm ltr km ltr pajak murah sparepart limpah muat bnyak,2
539,waah djoko setiowarno butuh transportasi masal bukan kasih pecut masyarakat pindah kendara kejam,0
289,kendara bukan solusi bukan tingkat transportasi umum malah tambah macet mungkin orang punya kendara punya kendara bensin,2
647,jabat negara punya ide bijak rakyat pasti ulang hutangtriuliunditanggunganakcucurakyat,2
73,fasilitas buat ngecas bangun dulu baru jual unit,0
723,subsidi syarat motor subsidi banyak syarat mikir,0
628,bukan tak mau mahal padahal,2
669,rasa kelas ekonomi kelas ekonomi tengah bawah jangan nyalahin perintah mulu lebih intropeksi diri dulu hidup susah faktor utama diri sendiri bukan perintah kurang harga waktu rajin niat usaha rubah nasib terlalu serah tuhan bareng kerja keras kerja cerdas hasil tetap miskin akhir terlalu mudah menyalahin perintah lampias miskin ingat peran utama rubah hidup arah lebih baik buruk diri sendiri,0
713,benar benar zero emisi beli,0
1053,mahaal kendala harga minyak cenderung stabil,2
1018,sepi kasih hrga jangkau target konsumen jamin mulai transisi harga murah jangkau,0
93,fokus kendara umum mental,2
389,bagaimana kenderaan elektrik indonesia nak laku pusat changer cukup jalan raya buruk apa kuasa beli rata rakyat indonesia rendah walaupun duduk ramai,0
1300,harga sumatra selatan wuling ev an jt ampir banding terios rush dl spklu sumatra selatan sedia sparepart baterai biaya baik baterai rancu perihal jual harga jatuh terlalu jauh,0
299,mau laku mobol utama muldoko jual semua kenderaanmu ganti dg berbahab bakar jokowi tri lain baru contoh bukan munafiq aamiin,0
536,harga ngotak gimana mau laku,2
62,hybrid,1
